,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,sine,white noise
135,7.8852767587409645,11753.680704045099,395.54230544290118,11191.738080779647,5184.4517806094082,104405.19014216622,80193.753263752005,14747.16342303973,33178.996671958106,11114.165669413833,7054.7164922904431,3040.1699056554285,39236.859341524985,88.278790596078721,249.02879041550131,10205.408132062717,12896.689678809436,3381.9521218842647,709.51729642694841,26611.702257520657,14120.474455210981,12514.596985488062,13570.185705848193,37859.383629723277,39727.699102457482,70391.541167675619,11835.51036808254,21185.214459233703,14152.858463935287,4922.8354525755567,7128.8532301289488,11071.151192699464,6599.306991105198,1133.1854817951735,624.9629756295808,448476.38934031856
136.5,80.51016708391424,921.25218067422759,16878.054402522466,1730.5952357082224,25798.739464393584,11254.944998256118,54468.844795939338,11217.608009321628,41682.028991746345,38269.947835492218,10682.815944736667,3071.5245472590673,2278.4090926352278,159.51348818814185,7285.8645193670282,18019.003639092061,6817.650474513468,5673.8865000926662,1772.192878678414,146.61656547267359,8606.0876802948223,34609.309658452185,27478.037155989135,35515.563246982703,3253.5233636923099,4978.8634479729499,81031.872530395136,57746.882217437851,5815.5913538881214,1453.1613343362483,10105.303522791111,25045.585441179224,1790.1417750822206,42372.321838405238,599.68292297990081,158825.92936327151
138,392.46490207197962,6324.9740305365995,9934.3219382948882,1862.4807552192647,22575.403118555965,9334.7078086671372,13113.369602191546,129653.61427047552,43897.966299313419,63551.019912290409,29070.3963985255,2902.9926943646769,20038.052984443326,261.60871360519087,5913.1144159872219,8523.7653006431465,11438.22823606183,2749.099098903554,5651.8514121879462,25433.45907331524,22761.252850950805,404.50203301124156,8684.0268567942057,6277.1584074566299,21284.593323666257,56733.414649797967,9772.5937537990649,27072.337311865489,5995.2868396439908,8428.7184665501118,7321.6437880599897,8977.4704706120301,38043.561497890842,3634.8545949931604,576.03230333563715,3692.1191825423725
139.5,158.22783524329316,30666.777663558973,29174.90672656634,18871.592550666155,52435.07619982522,64737.825774511788,5810.1311966824551,35647.381699900448,57791.924087443629,20735.857523693754,20198.071415990442,2143.7725624892032,34255.015139898605,99.171986520474732,1030.9393796138527,11628.157309460265,8679.5249036983259,3397.6765733609072,11480.851175952108,72630.163132893766,42124.915093373136,48745.931029623403,58945.749106645475,10328.095776981896,9653.4214108904343,63938.394551560363,19958.097552926782,25858.398063814675,17457.83973054833,7751.9740137089375,15057.146944273081,11646.825165423572,19894.761822317014,9864.4852469884754,553.86896546296362,813134.83728063491
141,43.109428697272172,9326.5657020266535,14780.152303138775,31078.032755936678,706.7384944188027,59388.615476718194,24712.293101731335,6454.9388030633554,132775.9924705103,21724.753737580078,50930.369141480754,2385.5034577371807,2382.6780790809489,533.95333768854937,918.78480132966331,27675.96357764415,6412.1368306467912,2142.7532896577136,13728.813734156063,25777.569828878546,52922.935855437281,9644.2609730108998,297.18519078522496,26821.951565336512,1274.6970547858807,42809.862264514173,31078.087369291352,14340.487131674805,32694.740882286944,4952.936302518443,27488.141575036265,10582.857599411316,3989.6408680621803,10786.326828870619,533.06620785290806,69567.719596872383
142.5,196.71157796756498,1374.4070598045805,27083.363924887228,12981.318694664553,25940.514684871767,448.48969796045952,20782.85085767182,6532.5567033181942,20023.665776093603,87025.328388535214,32895.916508751856,2741.0312904201519,3881.9865322185233,295.51928959635109,6463.7148826826024,2354.7181216617582,9111.6137588191687,198.22831486150784,9876.5876644829568,71618.748300399006,4706.5440894483145,22609.340434835871,80295.040200884963,44940.205475728944,9963.8900101132022,80163.273388413101,1236.6767613345996,16824.93268236153,28881.668530248611,2133.7079707896237,13545.732433416932,17844.107052472831,597.21776420224705,116.07139222640465,513.51078706839917,992310.58425125515
144,467.64359540720818,16249.908367612661,13934.472744903147,3726.243458228626,212956.16517553851,29087.506616912622,67901.901165157557,25587.166676955152,40920.762076235427,40832.075224855558,4781.495665818783,1852.1196367650464,547.472311052941,16.521823475291146,3050.9926108718669,9418.6521311234847,673.71351715622836,63.666678040951673,4227.8587783082494,14618.81283706903,42178.630050885127,13222.161577870154,45900.903135916233,5986.3090463126491,3169.66590355777,73815.172012989569,11618.824603261173,23104.883348865547,3937.6400897265362,3668.8113392044779,10263.007014889256,42908.626486067173,197.41745494131598,7653.5094206506947,495.10122103048508,176951.42295648597
145.5,11.613766588773039,37766.248894883189,9188.0658257174018,1301.9362347948952,44142.469613104266,50287.33677920857,12682.410524031149,61229.636174970576,14107.737750792337,1534.0586535125681,1284.5557730874964,2671.1462432766193,4093.5001814102443,722.40779852291564,1521.8922844140943,19180.704376394635,17446.697232806673,1186.9177192924685,1496.5375797150605,19795.371650591584,17353.361430341909,22179.662786298933,2701.3983390004382,11074.138729420025,44256.991568974634,51920.276629947897,37546.920559383099,30040.12718679892,27383.048176681525,4918.6076731814919,12282.056216737468,1846.4419475926088,1785.0956655862469,8963.2184995038788,477.74633818211402,572083.63107752451
147,197.73248442858065,24684.855743995216,6300.575729938847,9029.9710073342358,10215.392199244656,9465.9753320086693,5296.9630707904471,33979.819741095445,13285.831649426529,37814.717024606871,57653.595935016878,3256.0577680893875,156980.32108042506,1146.6262973751438,1916.0086006547272,4404.2947557687585,12034.535760165158,3162.2814844970349,1326.4535242719496,12602.092604572495,9120.5731765667915,1085.369728945617,16836.991130679489,940.67654963942584,60506.082029767065,28724.279004615906,358.5322773057851,4382.2551382479178,8323.8326379216905,3577.2732030404009,35747.771783724427,19172.809616705996,12274.028267305104,4952.702455897399,461.36403248434027,193737.59397371716
148.5,85.258257371044465,2532.4300759403504,3562.8799155718248,2092.1118900431889,14443.716112544018,151337.67174204037,887.92924140724995,20205.383035577568,26837.465362119747,656.10779529742092,13046.794450718684,1788.1140980460145,17653.726623484832,613.19690965333109,6722.597284827053,6747.2778955895419,7969.729575495493,1350.811114762487,1760.8257708581325,17590.842807131045,42026.126475429563,36706.024043339879,43465.765051535178,14965.940716347315,57029.217378706562,25770.163639400387,14380.258636641698,6727.2155826715352,1830.1171865078652,384.95105313718614,13407.462576841048,5286.8757182116315,15405.77859168591,4847.2874705045087,445.88019141265107,225510.37014997713
150,175.51092559843585,24641.962508544173,9637.3635213350408,19135.763186899265,2504.1798728369649,38112.925828200605,27033.52974514505,1237.6856630317122,42934.812579784862,67783.758552454135,27674.5563613046,2702.6031925462116,33193.1099187363,369.67797744132196,2511.3037181575583,8275.5812029156896,1409.4537288815827,2810.2925337443412,3495.4187786024372,65029.088821870369,19462.802489545975,4988.6598980305544,31096.126954203275,743.15677808285955,1379.191896073901,133067.06660879214,22557.632794037501,1862.0968423703871,3892.7459728419672,4146.546973444445,16070.872849562034,3688.9175971841019,16367.15607174986,10032.380298513595,431.22776990376383,517651.13181011839
151.5,30.428740158141949,4385.457751834665,14964.61435071266,34466.949493873901,30804.380285264986,10706.328142543922,38.68018225544234,534.8961050236552,57112.793012229464,83070.013343317842,41386.026140157031,2795.109594342217,68319.037858266092,772.1827184295995,624.27522854324673,11142.822654986616,4169.5360598486832,2829.208766666316,7144.2326740951812,9292.1572173460736,5176.9913590372898,51818.524175319093,11309.124268885318,20797.647557950706,9150.7941914449784,5746.253890675679,26225.591124227474,23786.015741224153,13305.842520293121,8800.0583799708329,4525.7895315836076,46258.694732757547,5759.8314848084556,6442.5092335974259,417.34598789276623,33034.808026001687
153,90.817241270717005,556.93453032291814,2081.650624927232,4237.2084951159422,16475.748818120937,109681.31775222933,66211.354719356619,22761.976689607043,11707.93126317349,20048.18520769669,48283.525543709729,2431.8139049961651,5355.6795448774328,205.347556432696,3073.924556658902,4514.6642608669436,6405.7258347958423,1387.5630556342164,9834.5271865614613,11370.063049028226,21927.555877207873,562.53176307367607,17041.324435075592,15725.206520166717,8328.344903956915,5632.6905999429191,5707.1713020017432,15535.070583428334,9744.2150149502595,4918.1440444999171,2063.729596128007,440.86534061328797,10195.869982182372,2291.7464890806577,404.17963286406194,892620.64336531528
154.5,219.80268203854911,7633.6291579378994,7093.5136377834388,159.87373386622508,58642.981665665284,78849.51590432669,9765.2874411972225,6380.7410231466183,4250.0464931855831,22730.140301413991,4494.4174669536615,1522.1699792666568,32754.468560003785,71.17658416385477,3467.7255632281003,1809.4718027647987,5940.5898434445216,524.54930610166889,8458.1366208231411,2494.0631251353389,58831.402667099406,26096.080763331734,37065.872840357129,2038.7973119096007,23123.103595744458,25407.790481441858,9.6834779870221066,8065.9063324161943,16776.140330725586,766.05726609544865,824.71952457174518,16540.603154752644,3093.5562281967536,8649.9255380319792,391.67845193436051,1009476.1821214251
156,260.93690926444839,7917.6858846676096,4945.4130201675798,3600.8083492589867,76491.089001078319,14326.549040261927,4749.7741903793849,12466.428705334223,12623.734493683989,2696.1583955394844,66360.559295105399,2950.7342045147197,50894.708405353536,206.30673190745355,2430.5151822220482,10743.970161196554,10862.862319356092,947.88973653068081,4257.5261807748175,4696.6664256948052,4887.3540591491046,11743.10216442972,32.699236848182501,7258.6106258527288,13960.12033001338,70065.710851787255,27992.727827188566,11398.413091690474,24642.357330551535,3325.6559475771323,680.89800478674965,1147.4141541364781,6986.6897821630637,5640.9644714593624,379.79662051507671,263755.16488948534
157.5,378.02063851321509,4378.8850837959462,9547.2793981675459,11277.016002017153,52277.398345731141,109930.13146263435,33935.792793010849,14119.464297778266,6939.2567977497247,33722.436451321504,48761.528992898791,1829.8668556233226,4367.7636785875866,420.01663601428305,232.37711163208155,14790.047398691151,8417.512061570751,842.71447007654774,980.4569451193953,35524.363012235961,40617.779137623962,1462.4575153288404,29610.785819628487,13031.334954966926,1418.607031121903,5554.4929351782366,917.09204720888499,50840.737603499496,5587.2853775439416,6524.978799403586,7798.7203351435592,2116.1631781534957,4531.5524136989661,15099.92564209543,368.49227667673955,1723557.9802984742
159,135.8227811800966,6998.3475338507069,3116.1402796392445,29537.65043882783,7184.6354578944711,28544.554907093938,41384.40241592106,150.22117565820241,18554.504994873587,16383.731324384968,38806.056161856795,1579.2137546315405,65744.035075123058,466.20640368945431,3471.2267272721779,630.30992920800281,2827.3669030528458,1147.9026949752904,20.490216432432973,26653.307758661787,13826.722312106402,8718.7092089856487,20598.310662288004,6317.8454154785059,964.77922149693791,11689.764623299281,3040.4569805721667,28235.462677025491,8236.7310409789334,1884.8407883330663,6638.247874310523,20626.402891792568,7629.7514710286996,1644.071689831434,357.72711204950656,73634.671617194384
160.5,134.87730541511993,1862.3025532907679,35805.865394401611,7671.1362091010187,22932.582529957996,74884.530600159371,92379.494953100424,20326.947604866738,10562.812212332119,21978.16860687915,3627.7891939696915,922.05049409357923,44556.511610096422,161.39191138288791,2973.5568712353815,8754.9496783213726,851.8949159075346,1291.5814320713646,83.148297870502972,1143.7878117046846,143.19993990154833,11101.259711366954,10431.688607691665,8916.1469242787753,7508.1731165639794,18484.171204838705,8295.9319587410901,7928.0302582048562,7704.6506783812911,749.14745341523803,16170.091618948261,7987.4944640211543,10231.883224744808,2859.6109025607134,347.46601151647428,748297.41645451286
162,234.88733426542768,3745.7479043853018,1327.2892661339476,4561.0163157549932,26623.452525547349,4744.6406251001517,5498.318284332956,47830.495856445748,1921.584889321442,928.36404020748546,4487.9463531621868,2339.0310967837922,23757.515100185119,583.21792445016126,1848.6494412859665,16334.425431524012,1519.0535614720595,854.28859099462386,250.42550653803735,22418.400875684671,9725.3256510181618,18521.07851961676,1106.3574879999092,4117.6065560596571,6248.8517555894532,16372.06124789434,6146.6567229833017,1521.9933163872097,6500.712911988765,2179.5388986871544,250.9044629830959,14599.079836706875,11024.661887798289,1614.4528629868482,337.67673512823927,519364.82479898265
163.5,148.93538022137631,4710.1641729633866,3166.8869894363797,3558.2616365307636,17118.056882864377,38316.742862620609,70410.086158459424,611.76637185274956,24448.918075500358,8680.3741770195265,14196.017778910689,1224.3937039025291,5524.8243742254872,666.98191585287134,571.79630241217183,340.79468876126521,1351.993691490592,338.24619012733046,668.68364781555226,16617.636377263498,8824.9932801705399,53375.203348581737,11420.846944744535,614.46245841353311,16566.443079524433,145991.63338003732,6213.4155091636439,39826.764782234954,21.723641745732902,3515.8647730620037,2781.447144025788,3742.479184489926,4346.6497446499416,9160.9126334498505,328.32963665095286,522696.40739252226
165,759.69261640738887,12192.183829469484,5697.3125465790918,6298.4247776436086,7133.612044986201,23002.37524408034,6983.1005530857046,10897.656344263549,19368.941799876247,176.87687567991628,3816.9884464132983,1621.0878049751839,20138.27659046909,251.20727273099061,1866.7054383472641,415.99332511798713,555.84459604089,110.98158644689147,1078.6197132525731,37957.265956592659,15249.15183669894,38366.092503090127,18277.16940136531,945.586350427056,10134.532957118154,136703.55586909686,18237.839621092699,35366.773637623694,8673.8464371137597,2663.4313653976415,4432.7124465470288,10900.593115776166,17893.446324016364,2435.5372681449007,319.39741398361224,526200.84859039518
166.5,28.778079661470855,2462.5354982462941,14087.286607893708,3616.1796316467166,10345.419678921444,6314.9963555589402,21946.797912634869,3969.5041893606658,13347.345365148638,57549.598722764218,3380.5771389779643,1193.2897896407233,19038.275509031286,373.29125296587659,2733.4689292740741,8721.1381161565914,552.37642152232081,180.85956241614699,1044.5320008164992,1210.8739382741887,311.53403728315851,36977.708867393565,2257.0376481305198,6304.1544750270659,1469.1638456843143,179149.77086028035,14973.995862932121,2561.0245415644599,11320.679934212225,1076.0043036373916,2000.2985345205948,8813.0698199999133,13268.704172315925,8639.7477927638229,310.85488736562814,518356.82016786427
168,53.144136458238755,265.91181422961347,30867.922229074411,17268.808830269303,27629.520022854798,25356.054834973547,11518.876806251532,13065.529120073486,7704.417189535714,82603.263920860132,5182.1538600809217,1314.7829357094326,5870.7621890473001,867.35205927800416,2127.426634555422,23631.535212429684,806.48031561039284,46.529423343028633,1143.7769372445209,29055.738495669928,14810.07320529205,1277.3582477450805,20766.326730164648,3822.4392892569772,443.72340462863167,21183.346272802308,2096.0689101446987,7482.1948180078334,324.60889573615259,7548.1064890550242,15170.782630077534,14488.931943656447,1317.6725924651068,8932.6002975912997,302.67880187265825,76947.924608048255
169.5,17.724705846453666,4319.2779218632895,2506.4406673768144,5821.9655404545138,27898.252557742297,2900.9227104896127,12005.275067659091,8444.4229640521298,27088.428420771397,2247.1821884175465,6344.4122395693767,1884.213950413352,13130.126671257125,551.99525510307296,1204.2649535399355,6202.417472721273,1964.746176198081,1230.9874543942396,2054.6479223544602,1620.0205540388285,44742.517072977629,5746.3020358967315,28330.776643087353,8833.8738293914448,3857.1402268869097,49277.624671814192,15.051989034866862,39826.176344289423,1169.2926985171757,6966.4358592276076,886.48471096189633,28607.512739912749,1044.0634806903834,5123.8973754715726,294.84765120095665,494750.80674372806
171,182.1072566686918,8876.123244981969,5250.330744439294,3719.4287170883908,31633.522221836505,36504.396034952842,18819.974095793852,21053.027004035976,9340.9904665843314,16662.023203696583,8776.3670974451779,1393.8820073866955,23664.997455056557,156.50073049269309,2605.5671854888387,7851.8510430438173,2951.4513525680559,351.77520301906179,3010.5978190509759,14711.669489983024,1805.7456464314246,45669.556690328958,9096.3372056210919,3338.9115798431594,11009.009285998029,18620.730151371641,2914.3732331014853,6407.6417169459864,14371.62704864083,1217.189434942926,6704.2479505566907,1706.558040454222,508.84473057347105,5858.9583552279701,287.34152013579069,2966867.9037083457
172.5,340.30559524411177,6595.1582844756122,9450.4490079507232,2352.0150013002699,1170.450883170487,10803.063377870058,2895.3252868369709,1341.1478802269555,9847.2142217262208,6192.9556107534463,12739.762060258317,813.95368800972494,10262.821844165375,388.76209933321508,2728.4159108379281,1866.1278722525271,476.5410662890518,430.86253437228163,2874.8063905936224,1765.8310539287568,19192.587682145604,1229.8408854574045,9421.9521808798927,707.69631341149477,95.19156920896539,787.2474354448002,25072.820263265996,17172.067703878009,13353.581690232299,1381.0334706369695,1646.4856703023879,1720.6075553685921,7084.6136977232682,5112.5672226435718,280.1419434672685,2074699.3903453145
174,58.211629949321356,12699.873267402041,16237.20358970093,413.43820691332706,1249.8337033115099,29846.696984121325,27547.869023762345,17756.447354619911,18602.525145844222,1584.4424948648175,6102.3332829363871,1417.7221239585401,2034.3110384459335,473.56152252805543,858.34516258670703,1067.9861915770646,4211.4474440831054,94.612112293205996,2184.6859101612581,7877.267652194626,11106.637012290208,26413.570877285245,27925.388466844426,730.05759704097306,405.12559231280187,21541.37934963754,28811.125330890722,21865.34903004437,3891.6746774277376,1950.0734028030276,9113.9730505240495,2497.500580872023,864.75047772863718,7807.4362408016923,273.23177940737475,541570.4187065101
175.5,270.64078587836951,64.676684620651727,12827.239260400595,18825.193413428926,51313.99812253745,32891.823980806315,6969.6133029912871,4884.3282087355919,30788.056109895377,30998.357090812013,38354.583175983498,1400.250861663332,26295.030152814288,1081.9478632321313,1946.8513927734066,4651.4174080234643,2205.8212427451717,35.573639691683809,2383.659538654957,28006.018100630747,3214.0862828873487,3271.8653424628797,15274.489466120376,15095.409644880601,2454.0274217498659,4774.5225688873879,5182.0469084125734,1347.5805563360932,5285.7612191423605,700.09408531615873,2171.8128308380706,163.98796932747726,12075.951702172166,5823.8480617347413,266.59509582253474,321800.97301589424
177,180.75201838041596,4670.8851702120173,176.995653338707,20352.212876113037,11362.624689282517,16958.785077855606,4699.8855162870577,70029.964726756894,12080.648975200096,4289.1948545070372,9782.0091949294601,1082.7991852548698,16437.240638854906,153.65687557643784,1587.7370245393445,11137.980285478467,4166.8904623744356,212.92958327785411,3471.878810288802,1429.1722490089639,2024.6541361935715,4942.3148788265325,8666.2175824966489,747.08096034806374,12327.063989686507,19553.075302060781,701.67010979660631,713.06126691282554,1209.4825751846356,2184.2412908579136,3155.94853238527,7136.2360743807849,253.8192802373627,6219.2407027049976,260.21706780961455,216064.87213424718
178.5,92.740706689948723,269.00571106392391,83.528097259721548,2044.9008220332046,66689.174138182963,47033.739364493784,22240.884182027217,10697.462964678916,9617.0039234473079,25593.595145813248,19774.658859098759,1055.6266620210322,9251.979450844703,437.67082803634088,2465.5366918805667,2672.4941607659534,1784.3163097409863,58.067774669165196,4257.7478684829575,76007.960671412962,3777.5210635326853,2177.7757168506664,57567.969394632935,13917.720565169959,23563.650057759329,24243.596866247735,1605.7106390149088,4587.1388631464797,684.2665885992858,6217.4756087946826,2309.5136861199558,8151.9450907862838,6437.9988663470504,1329.5357787849462,254.08388533542578,39734.529023546398
180,11.798666432902536,16588.774849388803,2931.368596137218,6119.2891524138367,28047.249370085414,24152.660100857065,7013.4790213435163,11603.541784455949,1531.149694059369,17425.547151468516,8098.7847889585673,997.99528782822381,16076.49853170206,237.53015171598565,1338.7983534592956,996.70263938502944,2480.8239508713696,636.58838513724174,4723.7967637299944,4965.9395493984748,4143.5540866998472,9811.967084573289,29002.396088545462,15151.364110529328,15322.916924957075,17151.351446977023,1810.7436938992923,6098.3342902545364,4341.8090631782406,4691.1531903145869,3421.3319872910561,417.71916900219708,11400.184568344917,4586.7866474698585,248.18266981940496,681240.51551829837
181.5,101.24415999474651,3431.613927617941,24310.793295227915,1040.3203606225343,80053.524382916454,36630.077285302243,16388.314207576917,5393.191060707316,66439.673565902587,34199.224518814844,3391.0292826456457,1311.9633140035132,23650.592089674108,395.269230161949,1683.9755826060157,1739.5339038770492,129.71861240197799,1008.7229072377401,6124.9646708854925,26529.578699144069,27021.122478073899,49522.827839035279,35000.136862361156,7759.1520260006755,24318.912914885321,27915.81581025746,834.12103471252101,17262.298908607696,18182.181715839706,4136.9924894831865,10843.028458947949,7268.7320488383184,3062.7405779048017,1420.0770670725462,242.50139867649366,145447.70174799373
183,39.104308063630931,1555.7607322135159,16458.601609079578,6561.1979688827241,6711.3891230910322,857.90225586303143,10069.220219342953,18788.890601919702,18089.49718881166,91816.281551063425,22639.258607314707,647.47463174202971,4300.3170686667736,88.035190343899998,1367.054808092134,1929.3669386951801,114.42345677926771,436.41983135558775,8378.7914136877134,10898.280243114454,13795.59014327403,24094.775485440463,41705.537181415311,5820.3921709909073,14047.170688779186,25040.488558022775,13966.675918438477,11340.67242187925,6898.1028111797777,8177.9520078244714,13623.190428902855,15446.8695670418,4519.8714804201572,1585.0125953049162,237.02883695937757,802186.53177912685
184.5,145.44884045066289,5841.5296724140844,543.83720199130312,21346.887736674496,341.5683195903369,5091.4995883331876,41944.84572756484,16767.337997319246,14701.225010395476,23107.247408914765,35413.352519771281,851.37053383372745,2773.0086919682599,125.21955398067709,1357.141492207935,9309.0533417284769,969.7159790471768,931.95981366392061,9236.9020805233631,14489.278719851689,3702.4619941188566,4400.0314272164005,20189.579098949311,4889.745360939889,2969.7339985692151,1280.3791695031221,14115.66863067034,31706.380535938537,4443.7097188923999,1520.6442296272139,8911.9464768033395,5045.9374721029008,4865.462759838244,8479.6841032566554,231.75447534427067,938527.80754764099
186,17.020775995785041,1979.0816771390396,6875.5952833663059,26003.699625820576,2125.8539281443482,9945.8121528490465,23801.478483896713,104.90068263591471,12308.664480124526,13324.552686733035,335.13140401047593,1099.0279923075486,18258.485235733879,72.985741342206751,487.01495704639393,1243.7892856148053,124.27939157953763,749.40116809826429,7068.8690326155238,3943.6751376088041,7187.2262066252888,1960.4314692638993,5170.1984934018728,11508.904443496629,13353.834251486333,2332.2317351402235,14849.943008582539,29110.489097317579,10234.655731286613,95.700926843818024,4264.9781249903226,13343.63219897282,488.73235040935111,384.045255381152,226.66847378806955,623439.50574764994
187.5,385.35706735846895,1481.5339819323133,1057.1765327169837,3858.9358632560343,19073.674607119105,2753.8585413374544,4799.8768700590081,10980.107858341249,6229.8984512970737,9661.334018567135,758.06697885321341,1694.4116513691881,935.82871873780562,351.23387680332536,1173.9397375800049,881.09169964047612,700.28813345561196,14.836208567504714,3237.6603270012697,10668.60611433807,18477.701121899972,2318.7962691694711,8139.3773464416054,226.84315641371478,2257.4556850779018,16947.444628831588,4200.5739960152177,35686.942202014434,2045.3452840652164,2924.5064895622636,1742.495252246217,3136.9602264050491,719.83642801383928,5145.7107732444847,221.76161027374911,2746418.6312477384
189,305.90582855680822,2835.0347150049947,176.63205218159797,583.59434320568164,23653.066795258215,21544.731981503275,14673.714875106607,41445.867504532027,3149.1123203228776,6452.8345571033569,14025.300827389072,772.68121423221226,1637.8296167361616,8.4443844971448545,1961.8012590843687,4571.3006746466372,7177.1457399498113,392.28312140168504,545.75109996705885,38.612505679723832,1607.0002943104971,2916.3110280874553,29505.379383383344,3734.2302389103124,2961.3000431687969,9836.2842958909678,31563.229463400174,1344.9597616842761,3865.1183748373965,6111.3190766663965,863.23338484713111,1135.8332883674448,3738.1437688488945,6393.7769374290683,217.02523411742084,280105.15629034914
190.5,349.25349040744743,6325.762067065627,609.52438253935895,1577.1736134111388,30229.756760942968,36610.768785853288,17753.923479113728,4288.2308732430429,15887.665136250112,9220.2249595445337,9829.9974445306325,903.2972191765092,14947.328498055113,161.1532696630706,1501.8755779426945,2084.6092446529478,1413.5984542715589,1045.0557774711635,41.642750542906128,11389.850137155048,484.69532617185831,5621.2311801791566,1467.0770904750614,6820.5901291895943,792.40926957349814,7600.5641867852692,12627.629547013552,2627.7199630057517,13697.226356036659,1802.1313463390693,24040.776347307332,607.99699679053845,5199.5237173121404,8179.318210770688,212.45122337980902,654252.21226766414
192,1.6167715861514438,23942.419877282515,369.9736671356037,16981.185897157633,21228.437044995433,758.78412913618467,371.63581763280689,13093.529003674941,15454.813774326141,657.73670278580857,1404.6735088509924,1028.7950079045047,485.87928800101793,212.63274116825951,890.95142608335527,1553.4055363758869,2238.9817371093227,2622.8525222465455,482.15336454503233,19329.367813884979,14769.839592338551,5794.8657215913436,810.20780838702183,2932.4667391927032,10191.251262341331,29726.391310240469,4764.4749404100057,8686.6824396849934,13372.670076148992,827.67079700180159,10182.293366200347,5923.3759198415064,9678.953448210008,2972.1694841606936,208.03194596980623,14215.310372922848
193.5,101.80792463713912,22113.652443087158,4326.7736805477452,10881.491663194423,17315.859065371311,10662.904295141338,16601.816869353632,2369.8434946051257,29574.572730923759,17094.435674378812,15278.55281340357,632.37219059804374,7948.8278052619962,173.041363012153,987.14360684690826,5879.5713839705631,154.4439954491323,1866.431858772477,530.38193598769794,1713.9730936667488,27106.432362429139,4306.8025305477659,12641.330641228171,13.036351867805529,1567.9040086571797,13872.848203658896,25755.202393996788,8283.424257497034,418.89374943176409,4489.7261055686613,13740.781455551163,2038.5332529108646,1537.3666897210628,7853.6600397653019,203.76022407833946,70554.395880444048
195,42.63152462834146,5755.9871981485649,23344.425564356046,4337.7761721549077,20138.903484599803,52573.312282627674,4387.2589448052086,14.899335897559894,19948.038790600975,6100.402320763601,9183.990152119648,672.51651078034934,27167.789958884001,503.60759436199231,1628.7320185497938,527.35223657329504,662.88259643811909,1482.8403344672786,249.59123325679454,32784.00262314186,8968.0978361282851,3784.3373451285242,19656.823215237997,6986.922242405125,4342.5792491753837,7825.7628542454513,10306.50928027788,13752.972899591436,879.50132340799564,4818.0840953142824,2948.8484848259723,3590.0338607178105,10320.790175074451,1065.7312787854596,199.62930161737557,297339.2298256919
196.5,69.504644902450423,10558.986134671635,938.75731592763191,2314.4643313447777,14608.083263323193,23073.056901297328,30585.027392942979,4820.6890298905637,14511.993040061527,11269.258178510985,2678.3319564813901,521.8014254416837,1779.441123006008,368.05307315032394,1345.7326002211428,419.20105019199491,2997.7750796231076,1220.6404349879676,294.15341208589257,8050.8130583914417,12154.725223376634,1465.8923770660931,5555.1112269935993,914.62919668960069,3480.7080107119173,3134.8060245740539,14175.868630078941,19397.990683137235,6770.3894259469644,1225.5747593373967,501.39457095837759,7248.1930481774443,10119.301771759088,5199.1879750354537,195.63281437628811,854852.78654420644
198,150.49747585251791,23445.675406585924,9228.8053105751551,274.09243170321696,9905.5405617039614,13204.813291540069,1081.0271997547175,43592.40463788851,5108.4896511308498,3041.616512255519,2975.7081195574056,1188.5618700224638,14649.508361078946,120.88788666973171,1593.9050885048573,1543.335378822253,1495.6039836370344,1283.0981759111919,652.10575195684078,1618.3962428911254,5665.7613159583625,9595.2824571247347,6170.9031222154545,1444.3714757718824,5797.9248621312436,24691.799562268916,12208.895037401913,4406.455748950214,2580.4753632395609,1606.5982089470222,595.975404919938,2584.0610803959544,2291.6297614163518,5420.3991842898704,191.76476263768282,1005510.4751055014
199.5,103.30213272115147,32025.048752305047,11471.388224544356,2989.5979929543219,5233.7366808576362,8578.264743318121,22053.569267764662,12077.86194041922,5947.540071668087,31833.520900714964,2661.8222658977588,393.45344021721854,583.49469272450472,13.438299076377962,809.0975310231147,3047.3914306830889,4488.1016764354017,2263.8365027113609,795.10528038953976,7221.2810721398746,39.229470039569698,575.65529065237286,28326.751522244904,3800.0522804965099,12874.899423350536,8125.5726008868842,208.58594146096524,17699.519768481816,1551.6496217615672,2300.5845536071715,356.68727206193637,10966.038577646415,8052.3699370793202,1544.2760554628064,188.01948602122351,187142.93379792955
201,8.9934167108766587,21303.787068912381,24605.121626632852,8181.3425945622821,27082.305035136553,92.033285911227551,11559.086862280963,13388.863248254727,77.90940029353682,12724.529958310604,2232.8203217223936,1068.2487609715256,12602.341850166693,7.2624478853446304,3160.3566417547977,1609.0122302731827,3236.5514578649381,2686.2133548541206,579.06698383994762,568.04556877017444,14529.296890810705,42970.832318502027,5557.0772625963482,5097.219960869269,10844.51809087131,27030.210397187646,25928.022823601408,20655.706785851005,6380.5629113701088,781.23069085234943,9659.0373515226838,8997.7780267546732,8679.5461181741739,6802.3959038063595,184.39164035107152,182229.22069982189
