,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,sine,white noise
66,4833.9142904111641,38229.416079817936,112939.55321202542,25391.469997327418,2479.6107528936977,269135.64104972919,111482.65320442746,57786.00805409631,41670.11736850984,782378.77522134886,737474.41387151578,8943.2237225795761,45020.937270981507,2604.3884885392058,3761.5393041749426,491899.41122133727,155545.74384922173,26723.479175681088,401110.62213307217,275594.70087349456,101198.53395272708,942657.76172235329,102958.42800763935,547086.62347548245,70852.495188656132,215466.50119036136,190589.31036992223,72242.190856861125,97300.236460647226,17542.738251508934,275886.88272729167,17051.011794899012,511589.55527019966,412312.91262689565,14405.023740644578,86555.029414952383
67.5,1303.1553805495826,157038.2640580218,16154.847519351555,149895.44165050762,82329.673996093145,917171.56406667805,210086.52490322804,7269.1067207348951,39148.455909847187,1022.618385829404,6857.5733872817582,11500.165667889121,1019135.400801054,5438.6268486524032,7034.9583730128088,291449.69864113157,235245.10533262714,28489.616380091004,259000.49992034247,211238.3333157633,98661.778303272644,434237.66827077011,27123.192387716164,54125.630239754675,55978.73743871534,13661.320621892444,271286.17121155513,1810.3606628112971,176307.69872648895,111755.42225721102,381884.82362300134,215354.62588291397,132062.61481119541,75600.937758935863,21198.484304099893,194731.83780089085
69,3071.1169181857208,49869.24953800514,125263.59830457991,237888.98415765032,207045.38409628946,194430.78741271439,8879.6661198917809,76287.169608987606,18755.094098392376,8614.1686487952466,235891.47655024705,7268.4193999231311,568128.07174605783,8222.2275186445113,16627.243715779125,227678.79847149592,89699.057874393096,10194.243804526628,105412.69411141057,97829.705777318261,323563.13976276899,588520.62546992465,252049.38466782816,157495.11412652684,43091.592875801645,63231.204562778323,114008.81518357927,312351.15991954593,45962.505850311027,173399.37362746557,138394.60869550396,113325.76343836453,54658.978451002324,362128.16895258718,33786.534191070314,2120374.5886334986
70.5,1179.3415827971114,57940.088499942525,160277.23939741153,16021.630970251792,330523.43760222394,354152.53133672231,544825.11593212374,16407.669444168907,391106.97804483137,69722.557122780869,334858.77800272999,11103.242904380628,194669.77916196865,7412.1545707187033,40745.914734618236,652169.37919902429,172626.96004925485,3648.4397763891307,7042.0878228138299,496952.06038859638,195511.46453584102,484680.16297287372,46709.977862361608,154215.28149098801,32457.575205439247,58321.639753903422,241797.61642431244,228254.85743395277,284639.9346873113,135189.13263619709,455193.19315940764,142818.48548404206,353759.92046503373,787208.93914283451,61090.198424804024,182727.24192205077
72,1751.0541804888671,38812.337791614998,108677.27299310615,4464.7584573753948,241611.02771872736,1481878.4942248308,48246.021693110109,89860.804117287131,169696.83576328997,477239.63589847559,14668.961856274016,8994.5117665334201,39829.149568628229,213.73878640076782,8241.5625511251073,15162.046576955499,159953.97703371555,2937.9613834285401,27090.305391852737,18286.922453925807,9622.8400174940089,747255.02970770909,33131.544245335739,103086.7587366198,66941.70562645499,96041.046962913329,135260.96000448117,233793.36775712325,134789.41100181692,118352.01418128397,216610.95824306243,190903.38056567332,27672.516746688001,60957.131373597636,138941.91285031461,585493.47953328316
73.5,2678.2991892440127,54467.41596614648,367519.36016341962,190820.77024962349,1661870.0906417253,240592.33301026598,72279.491403110718,3328.7011679162979,13607.820932659255,419012.93451671698,237656.32811434343,8939.4408528702643,412639.85937126027,1722.3556107472102,6578.1301854150843,208867.19621910126,142010.92594549031,3612.2257379931543,109591.53585087798,131824.77441547913,25871.528951098644,217721.4728163878,19571.970339364481,312004.27680179221,25459.044385092067,720008.12444508506,60356.222438302873,186273.69343557858,352217.23529287759,87886.456571522867,111459.86962523551,59926.854328625326,238936.23918990156,42707.677600449977,549435.48719852127,1982781.1546466106
75,6055.1859299792486,25200.925362294201,62301.722291407481,105022.77979296251,60796.437071255088,247915.26127489531,101175.2679380426,24681.875074168223,150343.68880868496,39380.846680569564,270851.30414205039,8397.9214989199536,238017.19509512791,2476.4417633728144,24971.856011803968,176226.0530983283,110274.39041239653,36670.289581650191,142675.48239176415,15161.036261738776,6637.2851539276398,1062076.6895425923,26539.590309230913,187029.46922276312,260604.57246093973,30871.971198216917,77102.460736257199,485511.5047301249,86146.673241066179,25744.112779905408,59535.348329363915,197594.81519369179,161574.78871990906,133002.51170074288,538225023.23785543,794400.96832604171
76.5,4112.7680953982181,86668.972740463461,214202.09194291435,32236.441849211169,227509.12096627639,499390.36536887649,265583.84649989119,2811.7137193296148,16628.226700653999,114109.91101865732,69194.970736953735,7203.20976779179,528190.00616608234,7288.1255816072789,26341.084459135705,190957.13484865465,54984.034009822499,73452.60201302926,98344.75665783498,38092.21406889605,6625.719991818878,484340.73500731419,16137.651475733364,125539.69830324972,138723.54714725347,240311.57228071886,22068.516672443799,361783.49256928702,187618.01210734341,76516.242370600594,167457.17599432362,127933.35122296966,455476.66627350001,329018.90435660124,653720.42370664596,47911.982774516371
78,1824.9388964475706,2871.7911375126232,82950.963271835106,102645.05910964981,15770.940080749271,1595492.446101577,420462.6653306057,187532.70290157737,512684.7396099068,71052.505183611647,39108.800086911586,4646.5841054293141,22096.61097268005,332.83384149238572,2078.3287558476582,30994.791829418777,45321.903203513233,26224.932691289625,36768.538668385605,3850.8990876048852,29790.138137103073,376957.58315463463,455292.8388772757,7077.8066301332346,43285.802201245482,708626.15200737759,57590.545910963694,179947.19601873404,78679.918087372833,74234.578251350118,144942.66206983672,47117.032475890752,239358.20689009462,222555.51728233456,161009.37426892851,2614557.0459506363
79.5,831.91423239017615,109348.47595796062,20589.691011919054,63133.747362229085,254525.60884202301,479141.42184245627,33873.067907290584,12654.571052440922,24017.012360281267,294287.10095864895,50661.798718695747,9408.7264104407386,14083.668655417088,781.20187483823634,9226.4263850899588,184274.99536652837,103494.43712165451,2936.5975173324478,5478.9631739068855,33799.878165973925,52659.643771798525,31418.740756560954,10706.244847629026,83577.613860794168,456549.88672047935,107014.48710187516,349651.76205216418,381242.61513935559,60924.234056235182,99244.903417528287,503865.36620133789,191403.69036897126,116535.38343686268,104380.40445183302,72096.235531796425,892297.9455327224
81,7364.5485960288615,14631.394794194537,150686.55362676914,345637.18494413636,104648.19635341728,147825.48695429121,47436.70286644173,57962.139098661115,70094.407941707454,174473.04610707535,19616.211962815058,6846.147988733107,478421.32026760088,2871.0649803391207,28010.521355525034,165924.04337535353,20584.151846871871,2335.0865549907385,450.56123547929565,27062.926152477023,6950.1087578291372,78551.651596945972,209623.40292384877,84484.602841746906,360237.07930991787,47706.655638816701,517007.40101185243,238100.11173793158,135247.53375101028,21040.405981635951,108231.15189197513,102325.06702773445,6406.0902681064617,8708.2164747605511,41068.760557713635,1948143.5662387935
82.5,1237.1317582398376,36099.853665637544,1047.8107538132822,35537.450868760061,98639.274588245578,6271.1796422945727,62333.909262924375,123818.65487529413,261582.18019775741,78092.98327947194,30068.510757211086,3979.8384196493039,444757.55381785025,5402.6379880219565,5838.4688177045391,56384.884731699487,156116.9177447611,7874.4680831392625,6968.9656425968542,240586.0249344703,4419.8189519745783,162.07699515722805,5636.8217456919983,156095.54513287955,323014.99602071958,112091.9011161071,481018.31711184891,177821.97691229801,269021.82529950642,19995.15683065958,78238.967532529568,73412.653305352462,325547.16426928225,24802.850156245026,26664.299322891206,821371.61297914956
84,3046.92740290234,11605.136178987341,15317.376199558426,50304.703692837495,783648.6706806462,104535.92390200998,23938.806798616763,73882.018402693779,8768.8771635238281,47288.554593891866,39265.07929752965,5410.4965439084099,43475.365832177486,9787.6468334319034,1967.3020610732708,202223.29171800637,209491.91272435672,21432.990344885529,20516.237418238576,167110.62101227936,24666.902713887099,233809.40364478398,4718.0293399197417,26967.273836326185,29868.715597175073,49123.506269763348,80818.019712159134,450261.80583943141,230929.40517726491,13053.4202697728,450088.83305370249,82081.393198872072,76793.182297508902,178944.11673241877,18796.933501177249,3063631.2433653236
85.5,2556.314000863536,25728.68811756634,36674.852282936059,5137.1217246158403,58354.111075585213,254707.41637995664,20850.56521881721,184825.74476184454,10526.723882035163,33135.722977256213,85731.473256121855,6485.4237791693204,264740.02407982096,1734.681279820898,12029.863882034495,99576.476915668565,18236.820576046819,71395.714111953406,30403.432154179864,95829.773915518759,56034.431270170826,12608.042899215174,21714.305213599589,131571.57307270667,17800.171038489738,17630.066799262109,520312.60377047351,317160.76745212555,76691.29185824102,95936.415476301263,74708.923654867962,236549.02894893757,117512.10576792168,110689.80507095766,14021.438017353174,310433.88912718958
87,2136.2665913205656,47161.204567250206,57280.496278244689,77506.084623849398,495488.22047445836,104173.86647762405,101701.02095629628,33736.760849359831,30988.420534200475,62189.67897862164,141730.61447429049,4622.3494923786693,16446.833677264356,3644.2840899583498,25480.451034381316,188556.83590905918,88415.746870088697,35358.317974112499,23729.348117660877,36655.743247804065,34208.27785224832,14547.00623077381,421.32341310829759,158960.4127274951,39113.852959131378,234099.05095948812,446253.49159436603,143476.80940645211,202515.83533425574,204583.38801675756,27911.896376998593,29763.536113394308,28522.194423582434,44382.344516238081,10899.114748093567,304454.10357820167
88.5,307.0896012252706,27258.250345990709,35384.913037067934,10657.621558477498,667042.81764544325,291841.70640564745,19598.311897713516,51344.719935551504,144599.09839221576,48659.046528483028,67149.814943913923,7053.1954106169678,152448.64368592104,288.49754449703386,571.44943777667072,78855.270919256902,4491.9324333563336,10390.199565043869,7914.3137646163368,9950.4036967334032,21656.718715413976,55769.456046244013,50924.6966255894,44873.320243441405,9517.072998077756,106731.64452394888,53011.478105505317,80459.842413797203,34195.817352933555,48794.902557421425,75104.245195777883,55416.220466436338,10624.459068886028,3522.2359031293968,8741.8209519829597,7916.3486029500582
90,3605.7157136217002,26489.365085995898,30947.203482145334,200396.56411608565,37885.557251707665,744091.52010544983,289917.13416947506,292861.76012534945,302058.87506039679,115676.56870208631,118460.2612317637,1647.6276634714907,155054.60561377913,1271.8782999638368,1352.6628597971385,209446.22899378228,94163.590816840544,18112.230707293798,3943.9023538097099,20054.066768839253,225384.61559885391,19294.242359348711,3420.1027663618452,15358.732033052145,68647.959830207925,44503.449317722305,54123.381700940576,70286.746697240698,204853.0020009164,13359.956275481793,79483.992279542523,282787.23298085906,121639.36130754594,35659.452196099483,7186.3501099841324,1226803.8419285018
91.5,2803.8618855323584,11173.184574188816,82605.418150545476,33908.825518228878,140598.20273902375,320714.4088837654,145723.58839297332,163376.1322699897,344519.53499481286,159469.85228852055,36173.881401267805,5675.5855404129743,51492.664333499117,4503.4402243965906,15149.861512538344,104925.51137056605,5764.1381406707978,3408.4494147829478,17914.508862678034,58662.804512147908,37070.613120237758,11370.335043213408,124720.83918184455,44779.863359848532,18898.332860945658,45244.375808880031,167608.28490376257,165129.42967544595,10594.691020076258,11376.868673862295,58323.152567111683,66019.804163048786,305981.41786034952,52988.237358427839,6026.0813217586847,256125.30518597941
93,2891.1144672633204,31560.816662511075,86863.171573195315,11985.896954402537,446481.99608029542,154672.53028106203,14355.762309401716,63538.426624643318,3607.3571687870626,26876.557734644251,68491.908068148259,4364.8129465029951,27194.028030511097,146.50134122851668,23355.634936700975,74202.474051850309,10377.960389033628,2199.9874290677171,37073.618376599181,30286.148518592832,13277.563717805715,273591.82206387061,96266.237712949864,92286.813222226177,15966.245633159922,203429.08950306108,82545.733873129298,41347.452268311645,110705.87809957734,39911.185582119368,40866.089539043489,48263.675838770425,46820.076103842512,111483.48680977608,5136.3218430645875,28042.57806070178
94.5,2820.5291039099284,35945.009979723684,12294.963532080681,138912.90620822707,114935.15444889393,332400.8526962052,168695.99464208839,9991.9641563630976,35898.594692190833,2821.3203209810272,60544.863676697154,3388.202029321199,9091.6112412114999,3143.376255530462,608.66700675689754,33044.798960397187,73493.34236821557,10613.306408819304,49838.90604274872,64585.462139892843,197028.15071348139,48875.572856579223,161597.2834274905,174919.79553856404,133793.5168771405,68568.450480304906,30178.081139482601,399193.87551156571,390251.39208453178,68839.034301065229,72296.792489056592,119838.18255976727,184670.32072044606,109055.36412144687,4438.1378143149914,182732.06141563421
96,2155.089274522602,26402.959545263169,12192.15509988026,48319.310116615467,70228.829610473898,128543.9509705005,22618.053571737732,18357.444184888071,76949.917706953187,28494.254080952127,49264.795627865569,5078.6705577001767,16452.597307182659,954.24306209825215,8830.9374978913092,42976.798316088782,219949.05920741477,31727.455320433568,53725.664074873326,94991.191463361756,19700.631872963113,151820.23274364122,19932.942089799788,29913.141577448732,27202.664871174249,99521.812147289427,31443.400421783219,2361.6899195663864,7371.2271309621174,28500.223264525262,29355.637106927668,83687.336458891907,57302.904649643373,28469.184339837528,3879.548754852754,113933.30027856099
97.5,495.31765050078781,19633.123761621518,9835.1105007581918,22024.403283373067,149524.69243042573,248689.82333676075,76266.09209424544,268494.83532918245,89610.620134203957,23738.497067722554,1716.5268620054412,4160.6466210517192,90558.70515922895,343.31375345937744,18582.264740208899,5213.9806110936415,30653.390650081496,31321.125900724808,47760.909193582629,101164.59173025697,49801.537550627465,49151.502196020905,200342.73980926897,145747.87215400688,8250.6334018677699,46416.005294475675,71647.267581642678,80583.496174659493,38350.673243880141,29566.967572956804,139067.78264180804,158981.86647890392,18924.868007947229,176947.2224840502,3425.1678648680322,104423.10005647239
99,139.9957399563859,21672.418852129013,26467.910790203776,20119.352617057411,63954.875603621746,129406.38181299898,142645.87702152369,239659.66363621264,70885.858882821747,10963.495491296708,9311.7862608694741,3458.2878722438086,93051.647947527905,2089.6333818992771,12936.067771928407,27700.093299546963,88084.919080379565,11235.361968354455,32196.056349923281,22742.578024419272,53649.228909330843,22250.022228724389,73315.330591307909,13349.727423877201,45151.775604890099,1503.1687752735954,7572.8499152306467,277072.00101813453,178060.08827821774,18209.007802429616,25709.001410586498,38448.469285536463,65285.834531223045,61727.318321185143,3050.2127031473237,984212.70944000338
100.5,430.88018684471115,20893.021286133648,31282.980666766525,13409.440232421422,2376.6556969005323,151030.9893476498,207121.58631078101,150324.5940531806,40778.298933077938,80863.304929803344,38626.018035748588,4575.3075194702415,145963.25977733626,187.01487938457973,21.719222047161924,5538.5187642054634,18264.608592474935,4047.8765209381399,14331.823127754677,33260.139185130261,53349.541706528318,152848.4601306261,11538.127834509445,8536.9392475749501,62664.004242892501,98530.097784624319,144200.2646357294,67877.219532987117,19587.618640005458,28383.885021547176,200275.35177975209,7.9019500865140024,1648.3127889634288,10117.066723638365,2736.8977924670216,1485368.2830931044
102,1901.9095162627204,13147.696397756969,135414.01086528698,61393.305036673533,289122.58497151174,140121.73928626033,51088.94496785455,25615.254924015942,150658.73124879124,12634.498351714707,325075.03220773453,3390.8110564444537,27902.008350377451,850.27569149493024,9762.0910203491749,91373.836882526957,6057.7259701631028,1622.0832933055033,3527.2078432744124,9746.1090387615386,75594.582470948342,49507.177857032832,2526.1118621937349,397.8107037304888,40164.365625717015,32144.94404974686,3829.1558982478127,14182.639983839692,38777.849812723958,29587.308888531508,234297.45452890947,82594.47397575104,15818.66268009839,35963.123024996647,2472.1840344752736,369688.89890757162
103.5,360.1251073751676,29582.411578282245,143304.9150172314,3339.091608583833,20585.717849497527,312605.5378542195,8507.7856674046507,80873.125040199564,122137.93262913568,59487.377209682709,31202.946060731785,2715.3258771524775,216762.89378878096,368.84249677318581,34560.353483934399,12976.100742545485,15998.87079571002,7690.024458221952,1056.900756015634,95628.567317375841,40522.613138944194,57521.924497846572,13378.744867058242,39642.491570273123,3419.7131040270647,5362.7440748137342,34156.349098644045,51251.310041825564,188438.24442601606,13642.652272538524,5872.5816964418855,68301.298657969281,4969.6550052243092,10009.752767142392,2246.3309977254444,1472844.7217542208
105,713.4000040450311,17222.099278744303,89763.893641885938,104749.01679280872,176402.54783888281,41859.860691148773,7267.358313382636,213978.69379439051,20593.360058713581,244783.40801905148,2941.9450734869979,4387.2546850890822,203762.91094982187,2374.7994807489094,2354.3592295049034,63082.621642427788,25725.748337404708,16084.304390187948,1557.1793175943965,95644.726972369826,19798.341845282557,135142.30016320053,1704.2158216053338,47669.267243086098,32323.71931794265,8778.3409482562729,9703.6881649970528,2333.4104516698198,54812.500211043727,4319.0162600506719,154334.40163950381,115007.88749023917,18652.166151894417,18167.340772520824,2051.9403276261905,301952.05782363372
106.5,1061.239441570496,20266.912219216851,21414.082939602573,54130.291379086826,3308.4174884410627,105208.35254954787,153939.21222767455,251366.83473615698,42118.420571716844,12795.029567712183,25956.820233200986,2827.5025573990001,78564.48878044085,3731.3926871188596,1858.854498913352,3038.4171061683469,152016.8210269119,20639.175647679152,1753.6898328030838,30992.504402066821,36034.900753958194,50753.081990804974,13227.862166924622,38773.998448397382,3241.071701515652,79755.581929909356,44972.733616994992,22196.941874932654,3498.1200094025871,11922.910813106062,26837.025473876271,17731.242016668686,8535.834482271357,7511.8574414546374,1883.3084795451964,918159.20835124492
108,1150.3198721447825,8488.1784080934067,22860.124372139067,18273.763751848739,33523.276307732129,1753.1429264346027,3772.6412717033222,382083.4841873215,177598.13624885684,122808.12421526977,12305.358585028724,3085.1120283975856,3946.5843854321829,3468.7855339229882,13421.433026910036,32153.938680226394,172123.25234372163,4183.1323736195036,2569.7006260065859,31655.772659009526,19509.327213522436,817.88593354922443,38506.55951380531,22683.126232047838,12643.65338393518,136640.5913870277,10451.646574790229,33629.618492941605,8731.85280403043,20374.485598803756,10227.667564068612,47720.982564822873,53589.850125224584,12273.969996352838,1735.9793835647927,365011.23207109823
109.5,788.812886430822,20023.821645991855,52846.964259559827,5513.8214969592354,74005.913040021711,10484.28260375299,64317.779334607563,128073.46264048696,152226.65442747143,36022.126890538646,1240.6493498460914,4000.8669711764878,2763.5366924502232,242.86799608807596,17865.124379151071,72593.725597268436,20243.37039375498,3623.3611459953863,6505.4363784109546,38390.169600796544,6628.2953526012907,10336.287382820547,10181.643091901871,40255.037020736927,62986.885124836102,9867.7783881426058,39633.289546254593,49451.760003113639,31673.368491168261,24288.692279286643,10960.88048798011,80058.865852394083,60769.935278052428,52534.895819306621,1606.4293590573793,11183.369957399667
111,1175.9141283696204,4131.43624361204,143749.33843273707,12979.554576759829,124010.79684460819,89143.1879971546,63560.565586700781,585123.05228459719,54695.301088845808,69016.648656257821,29869.172335194122,2968.7681344126659,71358.951181551776,81.987036002614602,2507.0422240759958,9471.9384723192561,40183.965692074831,2268.06850243499,16877.473677892245,148737.1405264097,1420.0854460592216,120217.4799604335,40131.201950138369,4866.9617291132317,53850.220646360773,70544.827623171106,22753.566861003463,48737.802223237966,91547.217298403033,7990.5220332760682,62230.525405040818,20615.968433263843,43201.226648903605,17355.437884105137,1491.8413466804409,438361.96640997962
112.5,344.67417670349175,36309.128393007581,44986.230466482564,27373.532199763784,143812.00953446719,156221.41158618502,40044.384214488702,168982.20420703554,205723.18965367586,3102.4661028916498,86150.506068819115,3578.625350904425,4798.3075365566128,806.51265487375167,3364.7528067636572,2919.8911404084924,20200.193891459177,15432.749833282529,34204.590664344119,36483.011301662991,12481.497319903669,20801.209677165451,5338.4059187889052,2114.3206631271382,82099.167549330945,18573.412691622405,139114.58785818267,10796.460595524859,23236.093564394916,1622.6052754220796,60881.037214661308,5999.2711511048919,6504.8913076298559,19484.098892636361,1389.9406065790299,224386.76323870223
114,207.84687560615447,20638.630660918996,73464.898087003501,34561.466742137047,97240.296039840658,193377.33722399938,5141.073392225544,130913.29211420359,442303.35018013243,33957.143854705631,56676.250292291326,4810.6415266268004,23163.685147799908,679.5062545034358,15898.231121955652,24302.385985064117,6591.9632086738466,4369.0330410508996,49848.461447156558,39173.517031648873,36717.913380105914,172276.03477517774,35823.373688160296,84466.486233009549,430.3896488755363,1733.3397754202108,56553.688427521643,34719.486622309509,56668.963493281422,29915.131394178872,1857.8512292638702,33404.579081908218,25760.622294859757,27141.178770908089,1298.8734442437501,902440.67534025095
115.5,3.5055459713660624,2104.2629632521771,2210.2493803737698,97684.645984149261,71232.448913723638,170084.95772778019,34593.985382430561,168739.6828567801,98746.683654637207,14787.420391646277,41736.722644097827,2506.2318370327116,42019.40402100089,2836.5558256924687,11816.272267420894,73502.262268122708,17884.92641903746,9059.9318130514839,50695.080402822176,41137.672937071577,35110.57626997355,25073.353587719597,43462.032647251537,73639.405383708916,66263.811086063433,169495.19135274543,68615.441612492985,165253.45835204946,22825.095442277034,7471.0884724803327,61049.128559859782,20775.772645842531,6365.1947557567109,46934.485302638954,1217.116529348046,12507.508745343061
117,351.1194512555918,5292.9678374334981,27820.467335405236,3618.6191212748727,35581.945214238629,25423.982412345311,43258.129109308087,345998.40781020391,70937.439429531223,708.41860258708391,12318.953812007829,4554.7546041312298,68053.15940223205,401.33144443348448,583.35914179893916,86718.974679447041,42350.438701568659,2279.0974813831108,35257.764256465547,98009.314708850885,6643.9555975212224,35294.296627587486,70231.997286433732,3348.8749234180727,47143.767637807774,21058.056381778355,41731.687655545735,12763.922702019625,30825.546820125488,5237.9966310078062,8773.170804048812,23189.697856902138,3791.5672201413008,19337.033483337487,1143.408278943904,512017.15348684916
118.5,322.71008179288168,22370.106425055728,44704.294153776667,10753.847249675313,258.7292513756081,69629.429749428484,6965.1495404753914,229478.18772439644,182101.71819027391,6176.8542508309338,36335.23680482003,3034.5533123898063,1530.1917742864787,1890.6636177480113,1774.7073975241512,804.38103824646987,80564.217645866389,4091.7976193668396,17779.936027309646,48778.688711836316,43755.959188860768,90348.038740235905,17787.460223718732,4571.5960807632755,71475.673719122278,147651.56598543265,4102.5884761808311,18473.239522345553,5100.0395774977642,5586.4617667945104,2065.0984608711601,7477.3886036671111,1997.8960166924553,11329.739598040136,1076.6963641586415,1037892.7260258414
120,957.50394138176102,21517.011216432657,13550.096975714494,18964.529368329655,100336.10066474929,8728.8465774498327,25579.253594935682,323079.30023052671,79987.865764250644,155896.72314896388,2014.7935223637712,2445.0735321019943,132000.3386074822,24.293056439051515,17813.502138384803,26346.068794151284,4313.5125969749442,6977.8591842258447,10609.326640331863,25208.51671824808,4910.916074990344,193447.51256087457,5638.7930778324244,44032.918057984527,51727.511371613611,268385.53793830867,79060.811286109703,36656.412459607571,13436.697320902282,5658.1496795620669,26593.427176133537,54234.978519936492,6304.9034793806713,5217.2541475488024,1016.0971426395853,296795.15853790817
121.5,81.924987373452367,7693.1299115693155,1044.1933188546664,3687.4392841554732,34918.700304795449,66541.797631840192,36481.79963358253,49225.636767801901,13635.152996021536,27222.5194857192,5128.8884213463743,2701.2755821917576,82362.801961573161,632.91337430414126,9716.4661318711533,6816.2873508234452,3079.587116799772,1494.9287105392766,10110.018223003864,50719.315902316186,73746.718983424391,121749.84555157626,58534.989817375703,4466.3389792956214,18352.786118118085,57005.932017299114,235557.88487897132,9351.5334591584651,1765.2844230708638,2612.9310215732999,45578.472902197369,48803.01957847381,25777.739467544907,18466.203196121623,960.8640113043316,584424.42045735521
123,82.96567852326308,25914.807719290227,57407.900001186172,53959.791803408356,50742.025730279835,159113.6428559332,75673.549738323971,69954.490393950022,31370.177316106125,4775.1723724735893,12441.655828403351,2455.7857417125433,27636.390628046913,254.0275959903644,125.17722946370377,12108.112168289488,13023.703940484131,1598.1130849536742,6868.4195110652581,64014.864730860412,33822.429057273621,3446.6556380443467,4439.0619845702295,5088.2933308290385,19677.846469808814,53163.378884652462,47417.590735351827,14445.163816023933,11623.868211106816,5108.9103596009509,23187.066063439819,20878.757123299773,3758.7118727097672,13989.856055506289,910.36250116611768,186225.56329885955
124.5,53.328065691783706,16702.441611339622,6655.5790348436249,27995.133670863659,51626.191774317645,50748.834130541785,157825.48106919121,171588.29741842218,164110.0717079762,12481.362949970815,34117.15515613724,3842.9886211645667,16858.533956892032,1156.2458691149766,5074.8100594044336,52722.816646694206,22175.866139807225,4688.2977110095107,1770.728325147232,6763.5899579856023,72119.456434809981,9183.2765514431867,30983.456867832789,2245.637698084322,30846.748653292456,42723.39486319838,91403.513914642288,74754.313539691444,13181.391250956081,13478.499674007548,7199.2426949925803,32938.145078015405,6300.2890986528719,8955.3271506768779,864.05051751106873,553638.39693586878
126,2.1804484935085751,25975.549504408395,2776.5789236008495,376.36002662109496,6593.3732687562906,32490.824163513607,59523.833785132083,47866.378940071474,67400.566518764856,25162.321924342148,6702.6611027423405,2328.8370827806557,37946.906539016803,1350.3410837059168,15125.917177869811,53667.864478564945,19358.641795775384,8284.1305753895867,2093.2854951542495,3268.512010133144,37910.347415523887,30180.237261726859,4285.9349140281583,71112.552982646899,33818.261527886723,53469.488320654447,68401.916508652183,99001.964212280247,10260.393522746395,12232.72263703994,8320.7806758926727,34294.968450188011,16395.170578100147,11694.408719675597,821.46254252076153,1108869.1204250262
127.5,430.04218415491647,53815.339140993259,31471.03035313329,1195.3642308141175,64846.442208700471,16434.014230023226,15509.5999260268,139705.644281466,73703.773716542652,39083.8575612399,89549.032730657986,4371.6479791795509,11295.76437751609,2593.3969852506125,4411.6336779158764,31039.123767867339,19863.856431748336,8656.2656859705276,7162.3751995627799,12452.836302333577,22911.87328847155,14724.823244723895,56702.452101524133,8648.4816548902836,1449.1001621818709,38227.995329237965,142997.45759796971,306539.54940332612,17602.99050272653,20223.68072036028,7626.5557885382841,17476.958005784094,20470.07579867648,36425.505930322593,782.19691530154569,19494.778964389738
129,23.718251631909038,24530.195335783785,61099.809269888858,1429.428567981483,2568.6020052948584,154370.6801895964,28110.557711642185,289107.21651624102,19077.626428005959,13129.357811935617,21807.953941690092,1993.097615169544,57976.502328257928,1053.9057924875715,534.14161037047597,1519.3524168560582,7331.070911624498,5800.9013467413361,8986.5045115782978,14133.902619158627,67518.915120683741,25609.605828596112,29030.749092281396,19479.987490202842,2361.193313472535,80471.115659815026,64778.510251950698,94558.509793568912,17266.426501767102,11835.798069357474,4152.3772511465968,11351.312858758631,64601.9312393082,6334.1382851881262,745.90552099329125,638046.03670281207
130.5,223.79865487402486,3445.7369465564789,19520.395758597671,12196.920404035493,23150.366356879134,271115.89863388694,60752.181887093757,313380.96639607899,68769.196239308323,6896.3183968569829,22942.583108482748,3494.8777799411782,5401.5172216179317,252.34965500206445,8273.5468317086379,4022.8976305528749,1012.0078582865074,3340.8024555645011,5090.2789831021901,2319.4973345981607,15462.04804596368,26463.452811832074,2586.331662632268,21429.387203279548,68453.71999245153,77350.374157342507,23797.14000198121,23509.027773284455,8822.3913403697079,1426.2225560577565,3857.557815337751,7907.0078506627251,24963.190329231882,38728.649043516212,712.28537987077709,1657070.5556552957
132,283.10912158281161,3174.6100577910042,7480.022210536903,43248.962184012533,31582.669439800906,2683.3992255342446,5383.6494848799621,7732.3422601797574,28615.700099170812,194498.98797465331,8957.2808830815902,2711.6326867924067,46576.344947865888,28.131237412078132,10113.789086871222,20508.930020682681,1786.0009425784517,581.76184539399753,953.28745772877028,22262.558309985427,17793.164195610963,37142.137325968724,6827.8233352215266,24948.258948701081,52849.494655979572,152758.36773907868,26206.846972027783,117216.32671193783,29927.601654089325,5268.4376462119017,22480.53548959993,10073.615663697903,5086.9265083501523,4436.4633186219371,681.07174547772411,76351.620597227855
133.5,700.2562442880992,33213.717905741352,4172.6240855423894,20516.735164822989,153810.57305879577,33928.89125837609,29685.043814634311,15056.939752764391,29445.555540467125,8439.3168429811212,103956.08531900897,3675.3986666204792,13246.584540628568,613.62431664486576,2668.6012960112739,10475.926219349349,553.8435000670047,1777.541024913907,147.47950061859859,6169.2589794630203,6442.2117505405431,52668.886249016992,41312.447958644421,5666.5787958193769,10940.782489353733,44054.000354380027,111984.89003199882,43858.299075738592,3031.5495212008364,16129.220323663165,10991.027504567668,563.04357418957954,2045.2276951820218,13367.736819840055,652.03240922934003,2842517.3661447
